Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Volkswagen Touareg 2020 Ambience 3.0 TFSI AT (340 к.с) AWD,71211,1943384,Київ,Бензин (3.0 л),Автомат,Повний привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1168220-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1857977.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,42785,1167624,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1155953-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857257.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,74750,2121405,Вінниця,Дизель (3.0 л),Автомат,Повний привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1282798-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1863534.html
Volkswagen T-Roc 2020 Style Limited 1.5 TSI DSG (150 к.с),28004,764243,Київ,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1155932-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1857259.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,74205,2105938,Вінниця,Дизель (3.0 л),Автомат,Повний привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1282680-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1863531.html
Volkswagen Tiguan 2021 R-Line 2.0 TDI DSG (150 к.с) 4motion,48100,1312673,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1174358-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1851710.html
Volkswagen Tiguan 2021 R-Line 2.0 TDI DSG (150 к.с) 4motion,48100,1312673,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1207879-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859977.html
Volkswagen T-Cross 2020 T-Cross 1.0 TSI DSG (115 к.с),25720,729934,Вінниця,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1105009-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1854684.html
Volkswagen Tiguan 2021 R-Line 2.0 TDI DSG (150 к.с) 4motion,48100,1312673,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1174107-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1855148.html
Volkswagen Tiguan 2021 R-Line 2.0 TDI DSG (150 к.с) 4motion,48000,1309944,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1207879-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859984.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,57520,1632418,Вінниця,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1292399-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863973.html
Volkswagen Tiguan 2021 R-Line 2.0 TDI DSG (150 к.с) 4motion,48977,1389967,Вінниця,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1183007-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858663.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41677,1182793,Вінниця,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1141900-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1856706.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44777,1221987,Чернівці,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1172189-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858160.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41200,1124369,Чернівці,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1277264-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1851715.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (190 к.с) 4x4,56100,576,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Ціну знижено / Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1288627-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863276.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44777,1221987,Чернівці,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1172226-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1855144.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41786,1185887,Вінниця,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1149115-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857055.html
Volkswagen Tiguan 2021 R-Line 2.0 TDI DSG (150 к.с) 4motion,48111,1312973,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1164986-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857755.html
Volkswagen T-Cross 2021 Style 1.0 TSI DSG (115 к.с),27190,771652,Вінниця,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1205266-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1859844.html
Volkswagen T-Roc 2020 Style 1.5 TSI DSG (150 к.с),28900,788695,Чернівці,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1249188-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1850476.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,56177,576,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Ціну знижено / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1286056-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863684.html
Volkswagen Tiguan 2021 Basis 2.0 TDI DSG (150 к.с) 4motion,39980,412,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Ціну знижено / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1215718-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860343.html
Volkswagen T-Cross 2020 Life 1.0 TSI DSG (115 к.с),24524,669272,Київ,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1156077-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1857380.html
Volkswagen Tiguan 2021 R-Line 2.0 TDI DSG (150 к.с) 4motion,48111,1312973,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1164984-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859976.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),40000,1091620,Чернівці,Бензин (2.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1275254-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1859653.html
Volkswagen T-Cross 2021 T-Cross 1.0 TSI DSG (115 к.с),25500,695908,Чернівці,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1185786-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1853356.html
Volkswagen T-Roc 2020 Sport 1.5 TSI DSG (150 к.с),31500,859651,Чернівці,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1256926-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1847701.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,47062,1284354,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1228772-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860978.html
Volkswagen T-Roc 2021 Style Limited 1.5 TSI DSG (150 к.с),28792,785736,Одеса,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1228828-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1860980.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),31907,870751,Одеса,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1228904-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1860984.html
Volkswagen Passat 2021 Elegance 2.0 TSI 6-DSG (220 к.с),41945,1144700,Кропивницький (Кіровоград),Бензин (2.0 л),Автомат,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-passat__1187802-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-passat-1858943.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41200,1124369,Чернівці,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1277264-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863273.html
Volkswagen Tiguan 2021 Basis 2.0 TDI DSG (150 к.с) 4motion,39980,1091074,Чернівці,Дизель (2.0 л),Автомат,Повний привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1215718-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860446.html
Volkswagen Arteon 2022 R-Line 2.0 TDI DSG (200 к.с) 4x4,57700,1574662,Кропивницький (Кіровоград),Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1288048-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863753.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),40877,1160089,Вінниця,Бензин (2.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1292704-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1863987.html
Volkswagen Passat 2021 Base 2.0 TDI 7-DSG (190 к.с),42693,1211627,Вінниця,Дизель (2.0 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-passat__1292846-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-passat-1863991.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30392,829413,Чернівці,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1246429-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1861980.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),28900,788695,Чернівці,Бензин (1.5 л),Автомат,Передній привід,Краща ціна / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1254336-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1862320.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),31464,858668,Чернівці,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1256933-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1862798.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),40000,1091620,Чернівці,Бензин (2.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1276646-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1863255.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30454,864284,Вінниця,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1292823-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1863990.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,42800,1168033,Кропивницький (Кіровоград),Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1246606-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1861931.html
Volkswagen Golf 2021 R-Line 1.4 TSI AT (150 к.с),35161,959561,Чернівці,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1270295-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1863202.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,43200,460,Кропивницький (Кіровоград),Бензин (2.0 л),Автомат,Повний привід,Ціну знижено / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1278151-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863324.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41290,1126825,Кропивницький (Кіровоград),Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1289212-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863833.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),31581,861873,Одеса,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1190258-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1859066.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,47051,1284036,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1190019-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859054.html
Volkswagen T-Cross 2021 Style 1.0 TSI MT (115 к.с),29129,794939,Одеса,Бензин (1.0 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1228666-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1860973.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,43696,1192495,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1189997-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859053.html
Volkswagen T-Cross 2021 Style 1.0 TSI DSG (115 к.с),28600,780508,Кропивницький (Кіровоград),Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1219224-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1860504.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),30820,841093,Чернівці,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1277074-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1849352.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,46869,1279090,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1156923-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857436.html
Volkswagen T-Cross 2021 Style 1.0 TSI DSG (115 к.с),28500,777779,Чернівці,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1243833-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1861800.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,43696,1192495,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1156946-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857437.html
Volkswagen T-Cross 2021 Style 1.0 TSI DSG (115 к.с),29033,792322,Одеса,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1189978-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1859052.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,43800,470,Кропивницький (Кіровоград),Бензин (2.0 л),Автомат,Повний привід,Ціну знижено / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1278216-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863326.html
Volkswagen T-Roc 2020 Style 1.5 TSI DSG (150 к.с),28918,789194,Одеса,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1157265-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1857450.html
Volkswagen T-Cross 2021 Style 1.0 TSI MT (115 к.с),29297,799540,Одеса,Бензин (1.0 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1228728-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1860976.html
Volkswagen Passat 2021 Executive Life B8 2.0 TSI AT (220 к.с),51861,1415312,Одеса,Бензин (2.0 л),Автомат,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-passat__1189956-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-passat-1859051.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (122 к.с) SCR/AdB,30300,826902,Кропивницький (Кіровоград),Дизель (2.0 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1238839-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1861555.html
Volkswagen T-Roc 2021 Sport 1.5 TSI MT (150 к.с),31034,846933,Одеса,Бензин (1.5 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1171124-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1858120.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,43696,1192495,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1156967-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857438.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),30818,841039,Чернівці,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1277075-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1863274.html
Volkswagen Golf 2021 R-Line 1.4 TSI AT (150 к.с),35160,959534,Чернівці,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1270295-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1860246.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30200,824173,Чернівці,Дизель (2.0 л),Механічна,Передній привід,Краща ціна / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1246429-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1861718.html
Volkswagen Golf 2021 R-Line 1.4 TSI AT (150 к.с),35832,977877,Одеса,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1228555-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1860969.html
Volkswagen Passat 2020 Executive Life В8 2.0 DSG (220 к.с),51538,1406510,Одеса,Бензин (2.0 л),Автомат,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-passat__1189881-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-passat-1859047.html
Volkswagen T-Cross 2021 Style 1.0 TSI MT (115 к.с),28791,785708,Одеса,Бензин (1.0 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1228683-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1860974.html
Volkswagen Golf 2021 R-Line 1.4 TSI AT (150 к.с),35300,963355,Кропивницький (Кіровоград),Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1226148-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1860860.html
Volkswagen Touareg 2021 Base 3.0 TDI AT (231 к.с) AWD,61590,1680822,Кропивницький (Кіровоград),Дизель (3.0 л),Автомат,Повний привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1278120-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1863321.html
Volkswagen T-Cross 2020 Life 1.0 TSI DSG (115 к.с),25447,694467,Одеса,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1156832-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1857433.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),31464,858668,Чернівці,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1257719-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1862492.html
Volkswagen T-Cross 2021 Style 1.0 TSI MT (115 к.с),29129,794939,Одеса,Бензин (1.0 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1228714-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1860975.html
